0,1,4,16,8,4,1,1,2,3,1,1,3,0,8,3,2,1,0,4,3,2,4,38,28,4,6,1,3,3,0,0,0,2,4,2,1,0,0,1,0,20,16,9,4,22,7,5,5,6,7,18,7,9,6,4,5,0,12,7,2,3,4,0,6,8,28,12,20,11,14,12,12,4,3,1,0,5,5,6,4,2,2,16,10,0,1,4,3,0,0,2,2,2,2,40,28,4,0,0,0,2,6,8,2,6,0,2,12,10,8,6,4,2,1,820,732,714,0,8,0,0,1,1,0,0,0,1,50,44,38,34,30,26,22,18,16,14,12,0,0,0,0,14,1,0,16,5,0,8,2,2,24,0,2,2,0,0,0,0,0,0,0,2,14,4,6,2,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,2,0,4,1,3,1,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,2,0,4,2,0,0,0,0,0,0,0,1,0,2,0,4,0,2,0,1,1,3,1,0,1,0,2,0,1,1,4,0,0,1,0,0,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,1,2,1,3,0,2,0,0,1,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,4,2,0,0,22,0,1,0,14,10,8,6,4,2,0,0,18,0,0,0,0,2,2,1,1,1,3,1,1,4,2,6,0,2,0,8,42,2,4,4,0,7,1,0,7,0,712,630,638,616,550,572,566,559,559,556,478,648,568,562,647,561,648,641,570,554,475,0,0,0,0,0,0,0,0,0,0,618,532,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,4,2,0,0,11,630,614,544,4,6,575,6,6,6,7,0,8,10,5,2,4,4,0,0,0,11,0,1,0,0,0,0,0,4,0,0,0,4,2,0,4,0,3,0,1,1,2,2,1,2,0,1,2,6,1,1,0,4,
3,1,3,0,3,3,2,1,0,0,0,0,0,1,18,2,0,2,1,4,0,1,4,4,2,3,2,2,6,2,10,4,1,0,4,3,1,0,3,1,0,14,6,3,4,20,1,1,0,1,0,12,2,2,1,0,1,5,4,4,0,1,5,2,3,0,20,5,6,3,7,3,4,5,5,1,18,6,0,2,6,4,1,2,0,0,4,1,8,4,0,1,2,0,3,28,14,28,2,2,0,8,4,6,0,6,2,6,6,8,6,4,2,0,0,726,631,606,71,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,143,136,108,2,1,1,0,3,6,6,14,0,6,20,0,8,6,4,2,0,0,0,0,2,2,0,4,2,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2,1,2,0,0,0,0,0,1,2,0,0,2,1,3,0,0,2,0,0,0,1,0,0,2,0,1,0,1,3,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,0,0,0,3,0,0,2,2,0,1,0,0,0,0,0,2,8,0,2,2,0,1,0,592,514,533,497,439,476,466,455,456,450,370,546,469,458,546,456,548,534,466,444,360,0,0,0,0,0,0,0,0,0,0,502,412,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,3,0,0,0,0,2,0,0,0,0,516,488,428,2,3,478,2,3,3,2,58,3,3,3,1,3,2,0,0,0,4,2,3,0,0,1,2,0,0,0,0,0,0,2,0,2,0,2,2,0,2,0,0,1,0,2,1,1,0,0,0,3,4,
3,2,3,0,19,4,7,4,0,7,0,1,1,0,2,4,1,1,0,4,1,1,0,34,26,5,14,9,0,6,0,0,4,1,8,11,1,1,2,2,4,4,0,0,0,20,3,3,1,1,1,6,3,7,4,2,4,2,12,4,2,3,3,3,4,8,10,2,6,2,3,3,2,3,2,1,18,0,0,16,20,4,20,10,6,0,3,9,5,0,1,1,4,3,16,12,8,12,0,2,0,2,14,2,4,6,10,3,10,10,8,6,4,2,0,1098,1013,996,0,5,0,0,0,0,0,0,0,0,22,18,16,14,12,10,8,6,4,2,0,0,0,0,0,0,0,0,2,3,0,4,4,0,2,4,2,14,12,10,8,6,4,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,1,0,1,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,3,0,1,0,1,1,1,4,1,1,1,1,1,0,0,2,2,0,1,1,1,2,1,0,0,0,1,0,0,1,0,1,1,0,2,0,1,0,0,0,2,6,1,3,0,1,0,1,1,2,0,1,0,0,0,0,0,3,1,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,8,2,2,2,5,2,3,2,0,4,2,6,2,0,24,10,0,4,1,2,0,0,0,1,1000,915,918,902,823,850,841,833,833,834,744,928,847,834,928,834,928,919,842,822,725,0,0,0,0,0,0,0,0,0,0,894,792,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,4,2,1,2,0,0,0,3,2,2,6,4,1,915,902,820,2,3,851,4,3,2,5,0,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,7,0,6,8,0,0,0,2,0,6,1,1,1,0,1,2,0,1,0,0,1,1,0,0,0,2,0,
5,5,8,12,0,3,3,10,4,2,4,3,2,1,8,2,9,4,7,4,1,0,0,26,12,4,14,4,1,1,18,5,3,14,2,4,4,6,7,7,2,10,6,0,10,36,17,17,16,14,14,28,17,22,20,19,20,1,8,0,3,3,1,2,4,0,48,25,42,24,30,27,26,6,0,0,0,5,0,6,1,1,1,74,68,2,2,5,4,6,8,2,18,11,2,64,54,6,4,2,0,8,2,14,4,16,4,1,0,12,10,8,6,4,0,34,11,8,47,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,186,128,122,80,4,0,0,40,3,4,24,6,0,2,4,6,0,0,0,0,0,0,0,0,6,6,0,4,8,3,1,3,7,2,3,4,0,3,2,3,4,4,1,3,0,0,2,1,1,4,2,2,2,2,2,3,6,1,7,5,3,5,9,3,6,6,1,1,0,1,1,0,0,6,1,0,0,1,2,2,0,7,0,4,2,3,2,0,2,2,0,0,0,0,1,0,0,2,3,1,0,1,0,0,2,0,2,1,4,0,2,0,2,1,2,1,6,2,1,2,4,3,2,1,2,1,1,1,2,2,1,3,0,0,1,0,0,0,3,3,1,1,3,1,2,2,6,2,4,0,0,0,2,1,3,3,4,1,2,2,5,4,6,1,0,0,2,0,3,1,2,3,6,2,0,0,0,3,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,2,0,1,0,2,0,1,6,0,2,2,4,0,4,1,0,3,0,0,0,4,1,1,0,0,0,0,1,0,0,0,4,0,2,2,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,14,3,13,0,0,0,0,2,22,0,0,0,0,0,4,0,1,2,0,0,0,0,2,0,1,0,0,2,0,0,2,3,
5,5,8,14,11,2,1,2,3,3,2,3,2,5,12,3,4,5,6,6,4,1,5,4,0,1,0,0,2,0,0,0,1,3,28,3,1,1,3,4,16,2,0,0,6,2,1,1,1,0,0,0,1,2,1,1,2,1,12,3,2,0,2,5,5,4,12,0,4,0,1,0,0,2,1,5,16,1,1,0,1,1,4,4,2,0,0,6,5,22,7,4,16,6,3,0,0,6,10,6,16,10,18,16,2,12,8,3,10,0,0,0,0,0,1,6,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,28,4,4,0,2,0,4,8,6,4,2,0,0,2,0,6,10,2,18,10,2,2,3,3,0,2,0,4,7,0,1,2,1,0,2,6,2,2,0,1,0,5,1,2,1,0,1,0,3,2,0,1,1,3,2,2,5,0,0,0,0,0,0,1,2,2,0,3,0,0,5,1,3,2,2,2,1,2,0,2,3,1,0,0,0,0,0,1,1,6,3,0,1,4,2,3,2,1,6,0,1,4,1,0,3,3,0,0,0,1,1,1,3,3,2,1,1,1,0,0,2,0,4,4,1,1,1,1,1,2,6,1,0,4,0,1,1,0,0,2,4,1,0,0,2,0,3,3,3,1,1,6,3,0,2,2,0,5,0,3,1,3,5,3,2,0,0,1,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,0,0,0,0,0,0,0,0,3,4,4,1,0,5,8,0,0,0,0,2,1,0,14,18,0,2,6,0,16,6,32,4,2,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,14,9,10,3,12,8,9,12,4,26,20,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,10,4,0,0,6,0,0,0,10,2,0,0,2,1,10,0,0,2,2,3,7,7,4,0,3,0,0,
4,2,7,4,9,7,6,0,0,3,1,4,2,9,32,3,6,4,7,12,5,3,7,4,0,0,8,2,4,1,2,2,4,5,12,1,3,2,1,2,6,22,8,1,4,32,2,1,0,0,0,20,1,4,1,0,2,2,12,2,1,2,7,1,4,7,22,1,14,2,4,3,2,12,3,8,10,4,1,0,11,4,9,4,0,2,1,0,1,2,6,2,8,3,9,10,6,42,4,5,12,4,0,10,6,30,2,1,28,0,0,0,0,0,2,12,2,0,14,0,0,0,1,1,1,1,0,2,6,0,0,0,0,0,0,0,0,0,0,20,8,4,2,4,9,3,8,4,0,28,26,0,0,20,0,6,4,2,0,0,0,2,0,24,6,2,4,6,1,0,1,2,0,0,2,1,1,0,0,1,2,1,1,2,0,0,0,1,2,2,0,1,0,2,2,1,3,3,2,0,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,1,1,2,4,0,1,2,0,2,1,2,0,1,4,0,0,0,1,0,0,0,2,5,1,0,3,8,0,2,3,0,3,1,2,1,3,2,1,1,0,0,0,3,3,0,5,0,2,0,1,1,2,2,2,0,0,0,2,1,2,1,1,1,1,2,3,2,1,1,3,0,6,7,6,0,4,1,5,0,4,5,5,1,1,3,3,0,2,0,0,0,0,2,1,2,3,4,2,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,8,2,1,5,10,4,1,1,1,5,1,1,2,0,0,2,2,0,10,0,14,2,0,1,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,4,2,0,0,4,0,6,0,6,4,6,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,0,0,0,0,4,0,0,2,3,0,0,0,0,0,1,0,0,0,3,3,2,5,
5,0,5,0,2,4,2,0,0,0,0,0,0,1,12,4,0,4,1,10,3,1,5,36,30,17,10,9,2,0,26,1,2,3,0,4,0,2,0,0,36,22,14,4,14,24,4,3,3,3,4,18,3,5,3,2,4,2,16,3,5,5,3,3,6,12,46,15,28,14,20,15,17,1,2,1,22,1,2,42,1,2,4,32,20,2,3,2,2,10,7,2,6,2,4,48,38,16,8,2,4,4,10,2,6,36,12,2,8,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,188,133,124,78,8,2,1,16,2,0,14,12,0,10,0,0,8,4,2,0,0,0,0,0,26,8,4,20,2,0,0,1,0,1,1,0,0,2,0,0,2,1,0,1,0,0,0,2,0,2,3,1,0,0,0,1,1,0,1,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,2,0,2,8,2,0,2,3,3,3,2,0,2,5,1,0,0,0,0,0,0,0,1,0,2,3,2,1,2,1,2,3,1,0,1,0,0,1,2,0,0,4,0,0,0,0,1,2,0,1,0,0,1,0,8,1,5,0,1,1,0,3,3,0,3,3,0,0,0,1,1,0,2,0,6,1,0,0,0,1,7,5,3,0,0,1,1,0,3,0,0,3,1,0,2,1,2,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,0,0,0,1,14,14,4,1,2,2,0,0,0,0,0,0,0,2,4,2,0,0,0,0,4,10,2,2,2,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,7,0,4,1,3,40,6,0,0,0,2,0,2,0,4,7,0,0,0,0,1,0,2,0,0,0,0,0,1,3,
2,2,1,4,6,5,9,1,1,2,0,1,2,4,14,2,3,1,4,10,2,2,6,14,8,0,12,5,3,2,2,4,1,0,8,2,1,3,2,3,6,14,8,3,0,18,8,8,8,7,7,14,8,11,8,8,10,0,12,6,7,0,5,5,7,14,46,8,28,9,13,8,8,14,0,2,6,5,1,0,11,4,10,22,18,2,4,2,2,6,3,2,4,2,4,18,10,2,6,1,2,8,0,12,0,8,0,1,4,0,0,0,0,0,0,374,328,316,3,2,0,0,0,0,0,0,0,2,10,6,4,2,0,0,0,0,0,0,0,8,3,2,0,2,6,5,18,16,0,4,10,1,4,4,0,10,8,6,4,2,0,14,8,2,16,6,10,4,0,0,0,1,0,2,2,2,0,4,0,0,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,2,1,1,0,1,0,1,0,1,0,1,0,2,1,0,2,0,3,3,1,0,1,0,2,0,0,4,0,3,1,1,0,0,1,0,4,0,0,0,0,1,1,0,0,1,0,1,2,2,1,2,0,3,0,1,3,0,1,1,1,0,1,1,1,2,24,0,1,0,1,2,0,0,0,0,0,0,0,1,4,0,0,1,1,2,1,1,0,0,2,0,0,1,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,1,1,2,0,0,0,0,0,3,0,2,6,2,5,8,0,0,0,0,0,0,0,0,14,2,0,5,0,0,10,0,14,2,4,0,1,3,0,2,0,320,279,281,272,240,251,247,243,244,245,208,286,251,243,286,244,286,282,250,240,200,0,0,0,0,0,0,0,0,0,0,270,226,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,4,7,1,0,0,0,20,11,4,2,0,279,272,238,1,1,252,1,1,1,2,1,2,4,1,1,0,1,0,0,0,4,0,4,0,2,6,0,0,0,0,10,0,0,0,8,2,1,5,7,6,3,0,0,0,0,1,3,4,0,7,6,0,11,
1,1,2,8,8,3,2,1,0,1,2,2,0,2,4,1,4,4,1,4,4,1,0,24,8,3,4,1,5,6,6,4,1,4,22,0,1,4,3,3,2,14,10,0,0,58,16,15,12,12,10,42,17,22,19,15,17,2,2,1,1,0,5,1,1,2,6,2,0,1,3,2,2,4,1,1,0,3,2,2,1,0,2,46,30,0,1,3,7,4,3,3,6,2,2,8,2,4,4,5,16,4,6,2,0,22,4,5,10,18,16,14,12,10,1,398,271,324,31,1,0,0,2,1,0,0,0,0,70,66,64,62,60,58,56,54,52,50,48,56,31,32,16,8,1,3,0,2,10,4,4,0,0,2,4,4,0,0,0,0,0,0,0,12,4,0,0,4,0,4,2,0,0,1,1,3,3,1,1,0,2,0,1,2,0,0,2,0,4,0,0,2,1,0,1,2,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,3,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,2,1,2,2,0,3,3,0,2,2,2,1,2,0,2,0,2,1,2,1,1,0,0,1,0,1,2,0,3,2,1,0,2,2,0,1,1,0,0,0,1,1,3,1,1,2,0,4,1,2,0,3,2,0,1,0,1,2,0,0,2,2,0,0,0,0,1,0,1,1,3,0,0,0,0,1,0,1,12,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,42,40,38,36,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,12,0,0,0,0,2,0,0,2,22,2,1,0,0,20,0,24,0,16,0,1,1,0,0,0,248,200,211,187,167,178,173,172,169,164,126,220,175,173,219,174,218,215,174,168,123,34,34,33,32,31,32,33,32,33,32,268,216,174,0,35,34,33,35,34,33,32,31,30,32,31,33,32,31,30,34,33,32,31,1,1,0,0,1,0,1,14,10,0,1,9,16,6,5,22,12,14,8,1,197,180,155,0,0,179,0,0,0,1,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,14,0,0,4,0,2,1,0,0,8,0,0,0,1,0,1,1,0,0,9,9,2,0,
0,1,0,4,1,1,4,0,1,1,4,2,1,1,6,6,2,1,0,4,1,2,7,2,0,1,10,19,3,2,10,1,2,2,0,11,2,3,4,3,4,2,0,1,2,12,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,2,3,5,2,1,30,5,18,5,6,5,5,2,1,2,16,2,1,4,13,6,10,2,0,0,1,7,11,2,2,0,2,1,7,12,10,48,6,3,10,6,0,12,4,12,4,1,2,10,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,816,734,716,620,0,0,0,10,5,6,0,4,1,8,10,0,14,12,10,8,6,4,0,0,6,8,4,8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,1,2,2,1,3,0,0,0,2,1,0,3,0,0,2,0,0,2,0,0,0,0,0,1,0,0,3,1,0,0,0,2,0,1,0,0,2,0,1,0,2,8,2,0,0,1,1,0,1,0,0,2,1,0,2,0,0,0,0,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,4,2,0,1,0,2,10,5,4,4,9,4,4,2,2,0,0,6,0,0,8,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,5,3,0,2,0,0,0,0,2,0,6,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
